CVE_ID,G:A:V,downstream_GA
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.n52.series-api.db:dao
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onlab-misc
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onlab-osgi
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onlab-rest
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-api
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-app-cpman
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-app-demo
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-app-dhcp
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-app-ganglia
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-app-metrics
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-app-mfwd
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-app-openstackinterface-app
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-app-openstacknetworking-web
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-app-openstacknode
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-app-optical
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-app-pce
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-app-routing
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-app-segmentrouting
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-acl
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-bgprouter
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-castor
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-cip
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-cpman-api
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-cpman-app
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-dhcp-api
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-dhcp-app
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-dhcprelay
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-drivermatrix
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-events
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-faultmanagement-fmcli
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-faultmanagement-fmgui
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-faultmanagement-fmmgr
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-faultmanagement-fmweb
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-flowanalyzer
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-fwd
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-gangliametrics
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-graphitemetrics
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-metrics
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-mfwd
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-mlb
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-mobility
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-newoptical
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-openstackinterface-api
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-openstackinterface-app
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-openstacknetworking-api
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-openstacknetworking-cli
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-openstacknetworking-routing
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-openstacknetworking-switching
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-openstacknetworking-web
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-openstacknode
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-optical
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-optical-model
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-patchpanel
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-pathpainter
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-pce-app
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-pce-pceweb
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-pcep-api
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-pim
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-proxyarp
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-reactive-routing
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-routing
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-routing-api
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-scalablegateway
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-sdnip
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-segmentrouting
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-test-demo
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-test-distributed-primitives
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-test-election
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-test-flow-perf
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-test-intent-perf
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-test-loadtest
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-test-messaging-perf
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-test-netcfg-monitor
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-test-transaction-perf
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-virtualbng
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-vpls
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-vrouter
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-vtn-sfcmgr
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-vtn-vtnmgr
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-vtn-vtnrsc
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-vtn-vtnweb
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-xosclient
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-yms-api
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-apps-yms-app
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-bgpio
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-cli
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-core-common
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-core-dist
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-core-persistence
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-core-primitives
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-core-serializers
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-drivers-arista
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-drivers-bti
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-drivers-ciena
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-drivers-cisco
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-drivers-corsa
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-drivers-default
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-drivers-fujitsu
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-drivers-juniper
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-drivers-lumentum
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-drivers-netconf
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-drivers-optical
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-drivers-ovsdb
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-drivers-utilities
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-gui
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-incubator-core
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-lldp-provider
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-maven-plugin
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-pcepio
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-bgp-bgpio
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-bgp-ctl
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-isis-api
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-isis-ctl
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-isis-isisio
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-lisp-api
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-lisp-ctl
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-lisp-msg
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-netconf-api
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-netconf-ctl
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-openflow-ctl
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-ovsdb-api
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-pcep-api
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-pcep-ctl
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-pcep-pcepio
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-rest-ctl
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-protocols-snmp-ctl
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-bgp-cfg
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-bgp-topology
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-bgpcep-flow
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-host
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-isis-cfg
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-isis-topology
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-link
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-lisp-device
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-lldp
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-lldpcommon
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-netcfghost
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-netcfglinks
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-netconf-alarm
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-netconf-device
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-null
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-openflow-device
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-openflow-flow
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-openflow-group
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-openflow-message
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-openflow-meter
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-openflow-packet
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-ovsdb-device
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-ovsdb-host
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-ovsdb-tunnel
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-pcep-topology
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-pcep-tunnel
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-rest-device
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.onosproject:onos-providers-snmp-device
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.opencord:olt-app
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.opencord:vtn
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.opensingular:server-commons
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.opensingular:singular-app-commons
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.opensingular:singular-requirement-commons
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.opensingular:singular-requirement-module
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.opensingular:singular-server-commons
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.opensingular:singular-wkhtmltopdf-client
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.oxerr.jackson.module:jackson-module-jsr250
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.pacesys:it-httpclient
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.pacesys:it-jersey2
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.pacesys:it-okhttp
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.pacesys:it-resteasy
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.pacesys:openstack4j
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.pacesys:openstack4j-core
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.pacesys:openstack4j-core-test
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.pacesys.openstack4j.connectors:openstack4j-http-connector
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.pacesys.openstack4j.connectors:openstack4j-httpclient
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.pacesys.openstack4j.connectors:openstack4j-jersey2
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.pacesys.openstack4j.connectors:openstack4j-okhttp
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.pacesys.openstack4j.connectors:openstack4j-resteasy
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.revenj:revenj-servlet
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.revenj:revenj-spring
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.sahli.asciidoc.confluence.publisher:asciidoc-confluence-publisher-client
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.symphonyoss.symphony:messageml
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.tinygroup:tinymenuframe-controller
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.wildfly.swarm:wildfly-swarm-fraction-plugin
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.zalando:jackson-module-unknown-property
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.zalando:riptide-stream
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,org.zalando:twintip-spring-web
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,pl.stypka.jevidence:jevidence-core
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,pro.parseq:vcf-explorer
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,ru.yandex.clickhouse:clickhouse-jdbc
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,se.ugli.durian:durian-java-dom
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,solutions.deepfield:spark-itcase-core
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,solutions.deepfield:spark-itcase-maven
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,solutions.deepfield:spark-itcase-web
CVE-2017-7525,com.fasterxml.jackson.core:jackson-databind:2.7.3,ua.net.tokar:rainbow-rest
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,br.eti.arthurgregorio:shiro-ee
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,cn.jbone:jbone-common
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,cn.skylarkai:erqi-sdk-java
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.beli-tech:beli-common
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.diboot:diboot-framework
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.erigir:wrench-shiro-oauth
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.gitee.qdbp:qdbp-base-ctl
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.gitee.qdbp:qdbp-general-ctl
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.gitee.vanting:zhcc-common-shiro
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.gitee.zhaohuihua:bdp-general-web
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.github.kingchn:meteor-core
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.github.lailaik:halo-config
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.github.lailaik:halo-util
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.github.nic-luo:rober-base
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.github.vindell:shiro-j2cache
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.github.yhl452493373:code-generator
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.github.zipu888:shiro-redis-session
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.haoxuer.discover:discover-activiti
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.haoxuer.discover:discover-activity
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.haoxuer.discover:discover-ad
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.haoxuer.discover:discover-album
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.haoxuer.discover:discover-approve
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.haoxuer.discover:discover-area
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.haoxuer.discover:discover-area-api
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.haoxuer.discover:discover-article
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.haoxuer.discover:discover-bbs
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.haoxuer.discover:discover-common-config
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.lingdonge:cloud-shiro
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.lingdonge:spring-shiro
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.logitags:cibet-shiro
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.quhaodian:freemaker
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.quhaodian:plug
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.quhaodian:user_hibernate
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.quhaodian.discover:discover-freemaker
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.quhaodian.discover:discover-plug
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.rapidclipse:rap-security-auth-ldap
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.ueboot:ueboot-core
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.wupaas:core-business
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.xdev-software:xdev-server-aa
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,com.yixan.java.core:yixan-base-web
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,de.hu-berlin.german.korpling.annis:annis-service
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,group.rober:rober-base
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,io.bootique.shiro:bootique-shiro
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,io.github.extvos:quick-auth-base
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,io.github.extvos:quick-auth-builtin
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,io.github.extvos:quick-auth-oauth2
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,io.github.extvos:quick-lib-logging
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,io.github.haifeng303:feng-cloud-admin-web
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,io.github.haifeng303:feng-cloud-upms-web
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,io.jboot:jboot
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,me.wuwenbin:template-modules-scanner
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,mx.nic.labs.reddog:rdap-server
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,net.cofcool.chaos:chaos-server-security-shiro
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,net.corda:corda-node
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,net.mingsoft:ms-base
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,org.apache.knox:gateway-adapter
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,org.apache.sentry:sentry-core-common
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,org.apache.sentry:sentry-hdfs-service
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,org.apache.sentry:sentry-policy-common
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,org.apache.sentry:sentry-policy-indexer
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,org.apache.sentry:sentry-provider-cache
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,org.apache.sentry:sentry-provider-db
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,org.apache.sentry:sentry-provider-file
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,org.cristalise:cristalise-dev
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,org.cristalise:cristalise-dsl
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,org.cristalise:cristalise-gui
CVE-2020-17523,org.apache.shiro:shiro-core:1.4.0,org.cristalise:cristalise-inmemory-lookup
